STATE,CITY,STANDARD_TZ,DAYLIGHT_TZ,UTC_STANDARD,UTC_DAYLIGHT,START_DAYLIGHT,END_DAYLIGHT
CT,Rockfall,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Rockville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Rocky Hill",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Rogers,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Rowayton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Roxbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Salem,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Salisbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Sandy Hook",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Saugatuck,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Sawyer District",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Scantic,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Scitico,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Scotland,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Seymour,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Sharon,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Sharon Valley",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Shawondassee,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Shelton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Sherman,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Silver Lane",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Simbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Simsbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Somers,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Somersville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Britain",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Canaan",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Canterbury",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Chaplin",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Glastonbury",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Kent",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Killingly",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Lyme",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Norwalk",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Willington",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Windham",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Windsor",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"South Woodstock",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Southbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Southington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Southport,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Sprague,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Springdale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Stafford,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Stafford Springs",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Staffordville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Stamford,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Stepney,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Sterling,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Stevenson,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Stonington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Storrs,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Storrs Mansfield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Stratford,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Suffield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Taconic,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Taftville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Talcott Village",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Talcottville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Tariffville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Terryville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Thomaston,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Thompson,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Thompsonville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Tokeneke,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Tolland,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Torrington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Trumbull,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Turnpike,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Twin Lakes",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Uncasville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Union,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Union City",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Unionville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Unity Plaza",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Upper Stepney",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Vernon,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Vernon Rockville",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Versailles,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Voluntown,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Wallingford,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Wapping,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Warehouse Point",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Warren,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Warrenville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Washington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Washington Depot",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Washington Green",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Waterbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Waterford,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Watertown,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Wauregan,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Weathersfield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Weatogue,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Ashford",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Cornwall",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Granby",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Hartford",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Hartland",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Haven",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Mystic",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Redding",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Simsbury",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Stafford",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Suffield",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Wauregan",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Willington",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"West Woods",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Westbrook,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Weston,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Westport,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Westville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Wethersfield,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Whitneyville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Willimantic,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Willington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Wilson,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Wilton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Winchester,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Winchester Center",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Windham,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Windsor,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Windsor Locks",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Windsorville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Winsted,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Wolcott,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Woodbridge,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Woodbury,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Woodstock,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,"Woodstock Valley",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Yalesville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
CT,Yantic,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Arden,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Bear,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Bellefonte,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Bethany Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Bethel,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Blackbird,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Blades,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Bridgeville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Camden,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Camden Wyoming",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Cheswold,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Christiana,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Clarksville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Claymont,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Clayton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Dagsboro,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Delaware City",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Delmar,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Dewey Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Dover,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Dover Air Force Base",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Edgemoor,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Ellendale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Elsmere,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Farmington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Felton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Fenwick Island",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Frankford,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Frederica,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Georgetown,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Greenville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Greenwood,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Harbeson,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Harrington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Hartly,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Hockessin,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Houston,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Kenton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Kirkwood,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Laurel,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Leipsic,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Lewes,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Lewes Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Lincoln,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Little Creek",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Long Neck",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Magnolia,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Manor,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Marshallton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Marydel,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Middletown,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Milford,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Millsboro,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Millville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Milton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Minquadale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Montchanin,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Nassau,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"New Castle",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Newark,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Newport,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Ocean View",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Oceanview,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Odessa,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Port Penn",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Rehoboth,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Rehoboth Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Rockland,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,"Saint Georges",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Seaford,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Selbyville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Smyrna,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Stanton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Talleyville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Townsend,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Viola,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Wilmington,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Winterthur,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Woodside,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Wyoming,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
DE,Yorklyn,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Alachua,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Alafaya,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Alford,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
FL,Allandale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Alligator Point",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Aloma,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Altamonte,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Altamonte Springs",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Altha,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
FL,Altoona,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Alturas,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Alva,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Amelia City",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Amelia Island",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Amelia Village",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Anastasia Island",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Anna Maria",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Anthony,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Apalachicola,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Apollo Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Apopka,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Arcadia,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Archer,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Argyle,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
FL,Aripeka,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Armstrong,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Astatula,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Astor,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Atlantic Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Atlantis,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Auburndale,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Aventura,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Avon Park",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Avon Park Lakes",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Azalea Park",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Babson Park",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bagdad,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
FL,Baker,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
FL,"Bal Harbour",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Baldwin,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Balm,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Barberville,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Barefoot Bay",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Barefoot Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Barry University",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bartow,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bascom,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
FL,Basinger,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Bay Harbor Islands",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Bay Pines",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Bayonet Point",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Bayshore Gardens",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bell,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Belle Glade",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Belle Isle",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Belleair,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Belleair Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Belleair Bluffs",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Belleair Shores",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Belleview,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bellview,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Beverly Hills",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Big Pine Key",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Big Torch Key",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Biscayne Park",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Blountstown,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
FL,"Boca Grande",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Boca Raton",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bokeelia,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bonaventure,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bonifay,CST,CDT,"UTC - 6h","UTC - 5h",March-12-2017,November-5-2017
FL,"Bonita Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Bonita Springs",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bostwick,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Bowling Green",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Boynton Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Braden River",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bradenton,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,"Bradenton Beach",EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Bradley,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
FL,Brandon,EST,EDT,"UTC - 5h","UTC - 4h",March-12-2017,November-5-2017
